date,date,total_ed_attendance,total_admissions_from_ed,air_temp_ave,air_temp_min,air_temp_max,relative_humidity_percrh,pm10_ugm3,pm2_5_ugm3,nitrogen_dioxide_ug_m3,nitric_oxide_ug_m3,ozone_ug_m3,sulphur_dioxide_ug_m3,pos_virus_perc,phe_resp_virus_tests_total
2014-06-04,2014-06-04,12,3,10.83,8.4,13.9,75.5,9.0,6.0,30.0,11.0,41.0,2.0,0.16666666666666666,6
2014-06-05,2014-06-05,7,3,12.43,9.0,15.6,71.9,15.0,9.0,30.0,13.0,41.0,2.0,0.0,4
2014-06-06,2014-06-06,6,4,16.5,10.4,21.4,79.1,19.0,11.0,30.0,10.0,54.0,2.0,0.0,4
2014-06-07,2014-06-07,12,7,17.02,14.6,19.4,68.3,22.0,14.0,35.0,11.0,47.0,2.0,0.09090909090909091,11
2014-06-08,2014-06-08,13,9,17.4,13.4,21.3,83.2,14.0,10.0,23.0,6.0,47.0,1.0,0.0,0
2014-06-09,2014-06-09,8,4,17.0,14.9,21.2,84.2,17.0,11.0,37.0,12.0,34.0,2.0,0.0,0
2014-06-10,2014-06-10,13,10,15.1,13.2,16.8,70.4,18.0,10.0,23.0,8.0,49.0,2.0,0.5,6
2014-06-11,2014-06-11,9,3,15.4,12.3,18.1,69.9,21.0,12.0,24.0,9.0,45.0,1.0,0.0,0
2014-06-12,2014-06-12,14,8,16.4,12.5,21.0,63.5,20.0,13.0,36.0,11.0,52.0,2.0,0.5555555555555556,9
2014-06-13,2014-06-13,7,6,16.0,14.0,21.3,63.4,18.0,13.0,26.0,7.0,51.0,2.0,0.0,0
2014-06-14,2014-06-14,14,10,16.0,14.0,21.3,64.1,14.0,11.0,13.0,2.0,48.0,2.0,0.13333333333333333,15
2014-06-15,2014-06-15,11,9,16.0,14.0,21.3,76.5,9.0,7.0,8.0,2.0,43.0,1.0,0.0,0
2014-06-16,2014-06-16,19,13,16.0,14.0,21.3,40.2,13.0,9.0,16.0,3.0,39.0,2.0,0.14285714285714285,7
2014-06-17,2014-06-17,9,5,19.8,19.1,20.4,66.6,17.0,10.0,14.0,3.0,52.0,1.0,0.1,10
2014-06-18,2014-06-18,8,3,17.9,14.7,21.9,70.0,12.0,9.0,19.0,9.0,33.0,1.0,0.5555555555555556,9
2014-06-19,2014-06-19,10,7,20.6,18.1,22.9,69.9,19.0,15.0,20.0,17.0,25.0,2.0,0.25,8
2014-06-20,2014-06-20,12,10,16.9,14.6,18.7,70.3,17.0,12.0,26.0,15.0,31.0,2.0,0.0,0
2014-06-21,2014-06-21,19,14,19.9,19.4,20.8,78.7,18.0,13.0,33.0,11.0,45.0,2.0,0.2,10
2014-06-22,2014-06-22,8,1,19.9,19.4,20.8,81.1,22.0,17.0,26.0,5.0,59.0,2.0,0.0,0
2014-06-23,2014-06-23,15,9,20.0,17.5,22.1,73.4,18.0,14.0,36.0,13.0,41.0,3.0,0.07692307692307693,13
2014-06-24,2014-06-24,7,4,18.4,17.7,19.4,70.8,17.0,13.0,16.0,3.0,53.0,2.0,0.5,2
2014-06-25,2014-06-25,9,6,15.6,15.1,16.1,74.2,13.0,8.0,21.0,6.0,53.0,2.0,0.16666666666666666,6
2014-06-26,2014-06-26,6,3,15.6,15.1,16.1,75.0,19.0,12.0,32.0,9.0,54.0,2.0,0.2222222222222222,9
2014-06-27,2014-06-27,8,5,15.6,15.1,16.1,70.4,17.0,10.0,18.0,9.0,43.0,1.0,0.14285714285714285,7
2014-06-28,2014-06-28,14,9,15.6,15.1,16.1,82.8,14.0,9.0,23.0,9.0,32.0,2.0,0.125,8
2014-06-29,2014-06-29,11,7,15.6,15.1,16.1,74.3,14.0,10.0,14.0,2.0,49.0,1.0,0.0,0
2014-06-30,2014-06-30,13,6,15.6,15.1,16.1,73.4,16.0,11.0,29.0,10.0,49.0,1.0,0.0,6
2014-07-01,2014-07-01,14,5,17.6,15.9,18.6,70.8,20.0,13.0,34.0,10.0,47.0,1.0,0.0,9
2014-07-02,2014-07-02,11,9,16.2,12.8,20.1,74.2,17.0,13.0,33.0,14.0,45.0,1.0,0.0,0
2014-07-03,2014-07-03,12,7,17.5,13.6,20.8,74.9,18.0,13.0,25.0,9.0,56.0,2.0,0.2222222222222222,9
2014-07-04,2014-07-04,12,9,16.6,14.6,18.9,82.6,15.0,10.0,18.0,8.0,42.0,2.0,0.3,10
2014-07-05,2014-07-05,15,8,16.5,15.6,18.9,74.2,14.0,8.0,23.0,12.0,34.0,1.0,0.0,4
2014-07-06,2014-07-06,12,8,15.3,12.8,18.2,71.0,12.0,7.0,18.0,6.0,36.0,2.0,0.0,0
2014-07-07,2014-07-07,9,8,15.3,11.5,18.0,71.9,15.0,9.0,23.0,11.0,35.0,1.0,0.0,5
2014-07-08,2014-07-08,11,7,15.2,12.7,19.4,70.1,13.0,9.0,22.0,5.0,35.0,1.0,0.0,5
2014-07-09,2014-07-09,6,4,16.5,11.5,20.9,69.5,15.0,9.0,12.0,3.0,52.0,1.0,0.14285714285714285,7
2014-07-10,2014-07-10,17,8,18.4,13.0,23.4,69.6,15.0,10.0,16.0,4.0,53.0,1.0,0.2222222222222222,9
2014-07-11,2014-07-11,10,4,18.4,14.3,21.5,69.7,18.0,14.0,27.0,5.0,40.0,2.0,0.0,5
2014-07-12,2014-07-12,11,9,19.1,15.3,23.4,67.6,19.0,13.0,18.0,6.0,40.0,1.0,0.0,0
2014-07-13,2014-07-13,10,6,18.7,16.7,21.5,70.1,11.0,8.0,10.0,3.0,41.0,2.0,0.0,0
2014-07-14,2014-07-14,8,4,16.6,12.8,19.4,73.6,13.0,8.0,16.0,6.0,41.0,1.0,0.09090909090909091,11
2014-07-15,2014-07-15,8,7,18.8,16.4,21.7,94.0,15.0,9.0,22.0,9.0,33.0,1.0,0.0,10
2014-07-16,2014-07-16,12,9,18.3,13.6,21.9,91.5,15.0,10.0,26.0,17.0,24.0,1.0,0.25,4
2014-07-17,2014-07-17,10,6,19.8,16.1,23.6,89.5,15.0,10.0,25.0,18.0,24.0,1.0,0.0,0
2014-07-18,2014-07-18,6,5,20.5,18.8,22.3,83.2,23.0,15.0,26.0,8.0,55.0,1.0,0.16666666666666666,12
2014-07-19,2014-07-19,15,9,19.8,18.0,22.3,82.1,26.0,18.0,28.0,7.0,42.0,1.0,0.0,6
2014-07-20,2014-07-20,20,15,19.7,15.0,24.8,76.4,18.0,12.0,10.0,2.0,41.0,2.0,0.0,0
2014-07-21,2014-07-21,5,2,20.9,17.0,24.9,76.5,15.0,10.0,13.0,3.0,50.0,1.0,0.0,0
2014-07-22,2014-07-22,5,4,20.5,16.4,26.3,90.2,18.0,12.0,17.0,5.0,55.0,1.0,0.0,5
2014-07-23,2014-07-23,13,8,20.5,16.4,26.3,83.8,24.0,16.0,20.0,3.0,71.0,2.0,0.0,0
2014-07-24,2014-07-24,15,9,20.5,16.4,26.3,84.6,22.0,16.0,23.0,3.0,76.0,2.0,0.3333333333333333,9
2014-07-25,2014-07-25,4,1,20.5,16.4,26.3,83.7,22.0,15.0,30.0,4.0,57.0,1.0,0.25,4
2014-07-26,2014-07-26,12,7,20.5,16.4,26.3,81.9,22.0,15.0,19.0,2.0,69.0,2.0,0.0,0
2014-07-27,2014-07-27,9,7,20.5,16.4,26.3,81.1,16.0,11.0,10.0,2.0,60.0,1.0,0.0,0
2014-07-28,2014-07-28,10,7,20.5,16.4,26.3,83.5,14.0,9.0,22.0,5.0,48.0,1.0,0.25,8
2014-07-29,2014-07-29,8,7,22.9,19.8,25.5,82.8,15.0,11.0,16.0,3.0,53.0,1.0,0.0,0
2014-07-30,2014-07-30,6,5,19.4,14.9,24.0,82.7,16.0,12.0,16.0,4.0,51.0,1.0,0.0,4
2014-07-31,2014-07-31,4,4,17.7,13.7,21.1,80.4,17.0,12.0,24.0,10.0,39.0,2.0,0.0,0
2014-08-01,2014-08-01,8,5,17.5,15.1,19.8,78.7,19.0,15.0,29.0,12.0,36.0,2.0,0.0,13
2014-08-02,2014-08-02,11,6,17.8,15.0,20.0,81.5,17.0,12.0,23.0,8.0,46.0,2.0,0.0,5
2014-08-03,2014-08-03,14,9,16.6,13.3,19.4,84.3,13.0,9.0,21.0,6.0,44.0,1.0,0.0,0
2014-08-04,2014-08-04,8,7,16.9,12.9,20.1,81.8,15.0,11.0,32.0,16.0,34.0,1.0,0.0,0
2014-08-05,2014-08-05,9,8,17.4,14.5,20.0,79.2,17.0,13.0,30.0,18.0,32.0,1.0,0.0,10
2014-08-06,2014-08-06,3,1,18.8,15.5,22.1,80.9,16.0,12.0,33.0,12.0,31.0,1.0,0.0,0
2014-08-07,2014-08-07,6,5,20.5,15.7,24.2,80.0,17.0,13.0,24.0,6.0,39.0,1.0,0.0,8
2014-08-08,2014-08-08,9,6,17.5,14.4,20.8,83.9,21.0,16.0,40.0,20.0,25.0,3.0,0.0,0
2014-08-09,2014-08-09,8,4,16.4,12.5,19.4,91.8,16.0,11.0,27.0,14.0,35.0,1.0,0.0,6
2014-08-10,2014-08-10,8,6,17.6,14.8,19.8,90.8,12.0,9.0,17.0,4.0,46.0,2.0,0.0,0
2014-08-11,2014-08-11,13,9,15.9,14.0,18.3,76.6,16.0,9.0,25.0,11.0,39.0,1.0,0.0,0
2014-08-12,2014-08-12,10,3,15.6,13.3,17.9,80.9,16.0,9.0,24.0,7.0,55.0,3.0,0.0,8
2014-08-13,2014-08-13,5,2,16.4,13.0,20.3,84.0,16.0,9.0,25.0,9.0,39.0,1.0,0.0,6
2014-08-14,2014-08-14,9,4,15.0,12.6,18.9,80.1,16.0,9.0,32.0,12.0,33.0,1.0,0.0,3
2014-08-15,2014-08-15,16,11,15.1,11.6,18.3,81.4,14.0,10.0,21.0,4.0,37.0,1.0,0.0,0
2014-08-16,2014-08-16,4,3,15.7,12.1,18.8,81.9,12.0,9.0,21.0,5.0,41.0,2.0,0.07142857142857142,14
2014-08-17,2014-08-17,16,11,15.8,13.3,18.8,85.6,11.0,7.0,24.0,7.0,44.0,2.0,0.0,0
2014-08-18,2014-08-18,2,2,14.8,10.4,19.5,88.2,12.0,8.0,22.0,6.0,38.0,1.0,0.0,6
2014-08-19,2014-08-19,9,6,13.1,10.1,16.7,88.3,12.0,8.0,22.0,6.0,38.0,1.0,0.0,4
2014-08-20,2014-08-20,9,3,14.9,11.2,17.5,87.5,12.0,8.0,22.0,6.0,38.0,1.0,0.0,8
2014-08-21,2014-08-21,11,11,13.0,7.8,16.6,83.1,12.0,8.0,22.0,6.0,38.0,1.0,0.0,0
2014-08-22,2014-08-22,12,7,14.4,12.5,18.4,91.5,13.0,8.0,20.0,6.0,49.0,1.0,0.0,4
2014-08-23,2014-08-23,7,6,13.6,8.6,18.1,87.2,13.0,8.0,18.0,4.0,50.0,1.0,0.0,4
2014-08-24,2014-08-24,16,12,13.1,8.4,16.4,86.0,14.0,11.0,25.0,8.0,43.0,1.0,0.0,0
2014-08-25,2014-08-25,5,2,15.9,13.8,17.4,74.4,14.0,9.0,23.0,8.0,33.0,1.0,0.0,4
2014-08-26,2014-08-26,5,3,16.3,14.7,19.5,88.7,16.0,10.0,25.0,12.0,27.0,1.0,0.0,2
2014-08-27,2014-08-27,10,5,15.3,11.2,17.6,75.1,20.0,14.0,24.0,11.0,35.0,1.0,0.2,5
2014-08-28,2014-08-28,5,5,16.9,15.4,18.9,77.4,19.0,11.0,24.0,13.0,37.0,1.0,0.0,3
2014-08-29,2014-08-29,8,5,16.4,14.8,18.2,77.8,22.0,12.0,28.0,15.0,36.0,1.0,0.0,7
2014-08-30,2014-08-30,14,13,16.7,13.7,18.5,84.5,17.0,11.0,23.0,10.0,40.0,1.0,0.0,0
2014-08-31,2014-08-31,10,6,15.8,11.5,20.3,88.2,17.0,11.0,13.0,3.0,43.0,1.0,0.0,0
2014-09-01,2014-09-01,8,6,15.6,11.8,19.0,93.2,16.0,13.0,34.0,25.0,11.0,1.0,0.0,7
2014-09-02,2014-09-02,5,4,15.6,11.8,19.0,93.0,24.0,19.0,33.0,19.0,20.0,1.0,0.0,2
2014-09-03,2014-09-03,6,2,18.9,16.0,21.3,91.2,30.0,25.0,33.0,9.0,35.0,1.0,0.0,5
2014-09-04,2014-09-04,7,4,17.2,13.8,20.5,96.6,36.0,29.0,33.0,8.0,31.0,1.0,0.0,12
2014-09-05,2014-09-05,3,1,18.4,16.4,20.1,93.0,36.0,29.0,38.0,11.0,27.0,1.0,0.0,3
2014-09-06,2014-09-06,14,10,17.5,14.0,21.8,89.5,36.0,30.0,41.0,13.0,32.0,1.0,0.0,0
2014-09-07,2014-09-07,9,5,16.6,12.5,22.4,87.9,42.0,35.0,31.0,12.0,27.0,1.0,0.0,0
2014-09-08,2014-09-08,9,8,16.5,12.3,22.0,84.5,38.0,34.0,35.0,19.0,29.0,4.0,0.0,0
2014-09-09,2014-09-09,6,5,15.7,11.9,18.2,83.6,33.0,27.0,41.0,29.0,35.0,2.0,0.0,8
2014-09-10,2014-09-10,4,4,15.5,12.9,17.9,72.8,24.0,19.0,33.0,16.0,28.0,1.0,0.05263157894736842,19
2014-09-11,2014-09-11,6,2,15.1,10.9,18.3,79.1,34.0,30.0,32.0,10.0,23.0,1.0,0.0,0
2014-09-12,2014-09-12,12,9,16.0,11.9,19.1,89.4,34.0,28.0,45.0,15.0,32.0,1.0,0.16666666666666666,12
2014-09-13,2014-09-13,9,4,15.9,12.6,20.7,92.5,25.0,20.0,26.0,5.0,44.0,0.0,0.0,0
2014-09-14,2014-09-14,24,15,15.9,12.4,20.6,77.9,22.0,17.0,16.0,2.0,56.0,1.0,0.0,0
2014-09-15,2014-09-15,17,8,16.5,13.4,20.5,73.6,24.0,19.0,33.0,9.0,40.0,1.0,0.14285714285714285,7
2014-09-16,2014-09-16,13,10,17.3,13.3,21.8,86.8,36.0,29.0,38.0,10.0,36.0,0.0,0.3333333333333333,6
2014-09-17,2014-09-17,10,3,17.8,15.2,20.4,89.0,45.0,41.0,21.0,3.0,57.0,0.0,0.0,4
2014-09-18,2014-09-18,10,3,18.2,15.6,21.5,97.3,49.0,43.0,43.0,11.0,26.0,1.0,0.0,5
2014-09-19,2014-09-19,19,13,18.4,16.7,22.8,93.5,42.0,37.0,41.0,18.0,18.0,1.0,0.0,2
2014-09-20,2014-09-20,7,5,17.5,15.6,19.5,85.4,43.0,38.0,26.0,8.0,23.0,1.0,0.0,0
2014-09-21,2014-09-21,13,9,17.5,15.6,19.5,80.6,22.0,18.0,22.0,8.0,43.0,7.0,0.0,0
2014-09-22,2014-09-22,10,6,15.1,12.4,17.6,85.0,32.0,27.0,34.0,21.0,23.0,8.0,0.0,7
2014-09-23,2014-09-23,15,12,13.0,8.0,19.1,89.1,45.0,41.0,42.0,44.0,17.0,8.0,0.0,15
2014-09-24,2014-09-24,8,4,13.0,8.0,19.1,91.0,22.0,20.0,29.0,10.0,29.0,2.0,0.0,7
2014-09-25,2014-09-25,6,2,15.1,11.0,17.9,90.7,16.0,10.0,36.0,29.0,22.0,2.0,0.0,6
2014-09-26,2014-09-26,10,4,13.8,8.1,18.7,87.5,15.0,10.0,35.0,16.0,21.0,1.0,0.0,5
2014-09-27,2014-09-27,9,4,16.8,14.2,20.2,82.1,23.0,18.0,39.0,42.0,8.0,2.0,0.125,8
2014-09-28,2014-09-28,15,11,15.7,12.9,18.2,89.9,25.0,20.0,31.0,24.0,13.0,2.0,0.0,0
2014-09-29,2014-09-29,14,7,16.5,14.2,19.0,91.7,36.0,30.0,35.0,18.0,27.0,1.0,0.0,0
2014-09-30,2014-09-30,17,10,15.8,14.4,18.2,86.6,25.0,19.0,33.0,26.0,34.0,1.0,0.1111111111111111,9
2014-10-01,2014-10-01,8,6,16.4,14.5,18.9,88.0,16.0,11.0,31.0,13.0,25.0,1.0,0.0,9
2014-10-02,2014-10-02,10,5,17.1,14.9,19.2,87.3,23.0,18.0,33.0,26.0,14.0,2.0,0.0,0
2014-10-03,2014-10-03,13,8,15.4,12.8,19.7,84.5,21.0,17.0,31.0,39.0,22.0,2.0,0.1,10
2014-10-04,2014-10-04,11,4,15.7,12.2,18.3,79.9,14.0,11.0,25.0,5.0,33.0,1.0,0.0,0
2014-10-05,2014-10-05,15,11,13.8,8.6,17.0,92.0,13.0,9.0,27.0,20.0,28.0,2.0,0.0,0
2014-10-06,2014-10-06,15,12,10.7,5.4,14.6,95.7,18.0,12.0,38.0,44.0,29.0,2.0,0.16666666666666666,6
2014-10-07,2014-10-07,10,5,12.9,10.3,14.9,95.1,13.0,9.0,47.0,31.0,22.0,3.0,0.0,9
2014-10-08,2014-10-08,7,3,11.6,8.1,13.5,91.8,19.0,10.0,29.0,13.0,43.0,2.0,0.0,12
2014-10-09,2014-10-09,11,7,14.5,12.2,16.2,87.6,22.0,10.0,19.0,7.0,53.0,1.0,0.0,3
2014-10-10,2014-10-10,8,7,13.7,11.7,16.8,86.8,19.0,11.0,42.0,33.0,24.0,2.0,0.2,10
2014-10-11,2014-10-11,14,7,13.3,10.8,15.5,90.3,16.0,12.0,47.0,38.0,21.0,2.0,0.0,0
2014-10-12,2014-10-12,16,8,13.3,10.8,15.5,96.7,15.0,12.0,26.0,22.0,22.0,1.0,0.0,0
2014-10-13,2014-10-13,11,5,13.3,10.8,15.5,95.7,8.0,6.0,21.0,4.0,43.0,1.0,0.0,8
2014-10-14,2014-10-14,10,6,11.5,10.6,12.3,94.7,11.0,9.0,27.0,9.0,21.0,1.0,0.0,8
2014-10-15,2014-10-15,9,3,12.4,8.9,15.2,95.9,19.0,15.0,38.0,23.0,12.0,2.0,0.0,6
2014-10-16,2014-10-16,6,4,14.8,12.0,16.5,97.4,22.0,11.0,46.0,30.0,19.0,2.0,0.1,10
2014-10-17,2014-10-17,14,11,16.2,14.6,17.4,95.25,21.0,10.0,31.0,13.0,34.0,1.0,0.125,8
2014-10-18,2014-10-18,12,7,17.7,17.0,18.8,90.0,19.0,10.0,21.0,7.0,40.0,1.0,0.0,0
2014-10-19,2014-10-19,25,10,15.9,13.9,17.8,93.0,18.0,9.0,28.0,15.0,35.0,1.0,0.0,0
2014-10-20,2014-10-20,21,7,13.6,12.0,15.6,93.5,14.0,7.0,30.0,17.0,30.0,1.0,0.09090909090909091,11
2014-10-21,2014-10-21,11,5,12.6,9.1,14.9,85.5,15.0,8.0,15.0,5.0,49.0,2.0,0.0,12
2014-10-22,2014-10-22,14,10,10.3,6.8,13.0,78.9,22.0,12.0,43.0,17.0,22.0,1.0,0.0,7
2014-10-23,2014-10-23,12,7,13.7,12.1,15.2,82.0,14.0,8.0,27.0,11.0,39.0,1.0,0.0,5
2014-10-24,2014-10-24,10,4,13.7,12.1,15.2,88.6,12.0,8.0,35.0,18.0,26.0,1.0,0.0,9
2014-10-25,2014-10-25,17,10,12.9,10.2,14.5,88.9,13.0,8.0,44.0,18.0,26.0,2.0,0.14285714285714285,7
2014-10-26,2014-10-26,9,7,14.0,13.2,15.0,90.5,13.0,7.0,31.0,8.0,46.0,1.0,0.0,0
2014-10-27,2014-10-27,11,8,15.0,13.8,16.1,85.2,18.0,11.0,37.0,22.0,26.0,2.0,0.0,9
2014-10-28,2014-10-28,15,14,15.2,13.5,16.6,83.1,23.0,14.0,29.0,14.0,28.0,1.0,0.0,6
2014-10-29,2014-10-29,10,3,14.3,12.2,15.2,91.9,26.0,19.0,38.0,28.0,11.0,1.0,0.0,5
